clean 	 stay night Hotel Fusion . great location , clean job tourist day . little bit funky smell , go away . one thing wall paper thin , expect hear many noise stay . say do , Hotel nice base trip , definately Hilton Marriott , decent boutique hotel . 
 Nov 22 2009 	 bad business city 	 hotel really good location 2 block Union Square 4 block Moscone Center . stay attend conference San Francisco week adequate . small hotel amenity limit ( & quot ; breakfast room & quot ; pretty much closet fine grab quick bagel coffee go morning ) .The good : cheap valet parking - $ 25 / night unlimited outGreat locationnightclub attach hotel AWESOME food ( make sure try stay high floor not get noise club evening . great rate ! ( get $ 89 / night week major conference SF ) not - so - good : small hotel small roomsNo wireless internet ( free wire internet . case mean huge cable run telephone jack behind bed desk end room . overall fine centrally locate hotel grab rest meeting conference stay San Francisco . 
 Nov 18 2009 	 sweet suite ... 	 daughter overnighte Hotel Fusion last week . need two bed , booked & quot ; suite & quot ; , think would spacious one room two double bed . check - in , pleasantly surprised hear have upgrade & quot ; one expensive suite hotel & quot ; . guess definition & quot ; suite & quot ; relative . door room enter poorly light , narrow sit area ( figure 8 ' x 10 ' ) , cram desk w/ chair , mini - refrigerator , daybe / couch , another chair endtable . sit area separate ( figure 10 ' x 10 ' ) bedroom doorless cut - out wall , allow little privacy either space . bedroom shoehorn queen bed , two night stand ( one clock hour behind ) , heating unit appear kind food / beverage tray permanently affix top . leave less 2 ' maneuver two side bed , bit side door bathroom . small flat - screen tv hung wall room , one window open three exterior wall inside building ( would not call atrium , though ) . curiously , bathroom spacious three room suite . single pedestal sink , toilet , tub / shower . that say , room clean , bed furniture reasonably comfortable , common area hotel attractive welcoming . breakfast not much , similar hotel city year ago . location .... hard beat really . might recommend basis alone . , review leave question impressed ( unimpressed word ? ) we Hotel Fusion . experience might different hotel 's website include photo suite have know expect . 
 Nov 11 2009 	 nice room good location 	 Hotel Fusion right town , Ellis Street , although street relatively busy window double glaze cut noise right ( open want fresh air , bonus ) . upgrade king room , would hear room bit small . room big comfortable , nicely furnish quite modern . nightclub next door part hotel not hear noise , either music crowd queue get , room front overlook street . staff friendly overly , airport transfer cheap efficient - BART close station lift order lot step ! much fun heavy suitcase . hotel free wi - fi reception area business centre want use internet . also concierge desk want tour transport book . hotel not restaurant room service available . plenty restaurant area 's really problem recommend Millennium Hotel California ) . standard hotel 's pretty good ever go back San Francisco would stay Hotel Fusion problem . 
 Oct 10 2009 	 tiny Little room 	 stay hotel 10/03 10/07 . humble opinion : - valet : Ticket say & quot ; call 20 min need car & quot ; - day take 45 min 1 hour get car . - room : Felt like jail cell . tiny window , Twin bed , space 2 people . small room ever see travel life . AC . - bathroom : decent size consider size room . - safe : could get work room book . - breakfast : Bread , Muffins , OJ Coffee . need take back room eat ... oh wait ... desk room ... need eat bed ... - location : Excellent- staff : , friendly . - service : good . room impecable every time get back hotel . - cleanliness : Excellent - value : expensive lack comfort room . - noise : club downstairs ... till 2 am listen music . - overall : would stay unless bargain ... 
 oct 8 2009 	 Nice Hotel dining room night club even well . 	 hotel comfortable , located heart San Fran . location allow sightseeing without travel far . hotel parking ridiculous , good make arrangement prior check . Valet charge $ 25 buck per night ! 
 oct 4 2009 	 great location nightclub need air conditioning 	 Bargain hotel great location . adjacent nightclub bonus . small room would expect . unfortunately unseasonally hot room unbearablely stuffy - location unbeatable . short walk Powell station Bart SFO . another short walk Union Square tourist bus pick - up . 
 oct 2 2009 	 great hotel great management 	 reasonable rate San Francisco area . efficient courteous staff . 
 Sep 26 2009 	 good value 	 think location excellent someone come one airport BART ( block away Powell station ) . service friendly facility upscale clean . like small european style hotel not mind little city noise evening place you . P.S . get really good deal double room EasyClickTravel.com ( & lt ; $ 90 / night ) 
 Sep 21 2009 	 Excellent value 	 stay single room . air conditioning window open ceiling fan work well . clean . room 4th floor - quiet . staff friendly . location excellent . get good rate via expedia . Recommend . 
 Sep 18 2009 	 amazing value money would stay 	 hotel really close Union Square , one reason choose . step outside hotel right outside designer shop , food place , atms etc really convienent . hotel great value money , book expedia get queen bed instead twin room check change we straight away staff really nice polite . room clean 2 double beds- quite big comparison room not issue ( watch bed post get leg walk past ! ) ensuite clean always hot water ! booking also include breakfast good variety least something . Orange juice/ tea/ coffee bagel muffin . also allow use internet free charge well , ask reception give key card . also really good night club door call infusion lounge recommend go want night . downside hotel noise street , expect right city ? ! 
 Sep 14 2009 	 ventilation room 	 upon enter room , hot stuffy immediately go window open . imagine surprise discover window seal shut . never worry get room a / c city ocean breeze always come cool thing . fact , strong breeze evening return room hot sleep . room ceiling fan small fan available without cross circulation room - forget ! terrible night sleep toss turn try get comfortable . 
 Sep 10 2009 	 bargain price great location neat 	 $ 55 / night , perfeci . two block Powell St. cable car turnaround Market St. Small room price . single twin bed one person . air conditioner . Ceiling fan & amp ; portable fan work well window . Clean & amp ; neat . tv , desk light , 2 drawer chest , coffee maker , refrigerator , safe , mirror , clock / alarm , continental breakfast ( juice , milk , toast , bagel cream cheese , coffee ) . price not change , will always stay . 
 Jul 28 2009 	 alright hotel 	 good location , small room , friendly staff . room small dark thankful 2 night . club downstairs noisy sound travel straight upstairs room 
 Jul 15 2009 	 Hotel Fusion 	 husband stay Hotel Fusion one night ( stop San Francisco way Napa ) . happy stay decide write review . research extensively trip trying find affordable hotel ( clean room great location ) . Hotel Fusion lot . pay around 75 dollar ( deal get online website ) upgrade King reason . room beautiful , extremely clean , pretty big . flat screen t.v . , build c.d . player wall , fridge , coffee , huge closet , really cute bathroom . right road , not noisy ( especially compare stay trip Chicago recently ) . furthermore , large family across hall we not even realize see breakfast room . could hear anything room ( nice light sleeper ) . hotel continental breakfast perfect we ( bagel , toast jam , danish , coffee , orange juice , fresh fruit ) . turn bed give we chocolate mint night ! location hotel also great . easily walk China Town , Piers , Financial District . eat great Thai place street drink pub around corner . return San Francisco definitely stay . say enough great thing staff quality hotel . 's one hotel 's cheap adequate ( assume will city anyway ) ... 's hotel nice enough actually enjoy hang room - 's really affordable ! 
 Jul 7 2009 	 Great Price Great Location 	 stay week late June / early July ' 09 . simply can not knock location , Union Square couple minute walk away . even walk wharf not beyond ability ( twice ) . would hear Infusion Lounge nightclub nearby whilst not really affect 3rd floor , can not really speak lower . let us say low - level , background bass floor fair , really Saturday follow Thursday night . room compact & amp ; bijou cetainly tolerable . this 1/2 price Handlery Union ( £ 333 6 night ) stay year early factor sway . thing would liked hotel bar , can not everything . one recommendation - get BART airport Powell Street ; be quick & amp ; lot cheap taxi station 2 minute walk hotel . 
 Jul 6 2009 	 great location economical 	 end stay Hotel Fusion Hotwired hotel . bit nervous reading review noticed lot complaint noise room stuffy . check ask quiet room 's exactly get . put we fifth floor rear hotel hear nothing . sleep soundly home . room stay faced courtyard get bit stuffy afternoon . however , ceiling fan small fan place windowsill take 5 minute cool room return daily adventure . fact , time downright chilly turn fan . stay queen size room yes , small . boutique hotel fully expect small room . price pay ( $ 58 / night Hotwire ) , complaint . room excellent shape , even though small wonderfully maintain clean . good part hotel location . right BART line , short walk Union Square , see Cable Car line front door . term convenience , hotel good case scenario could hope . free breakfast coffee , tea , juice , bagel cream cheese , orange muffin . expect adequately meet need . type need large breakfast , lot place within two minute walk eat . 
 Jun 30 2009 	 small room ever ! good price though hotwire 	 Room make claustrophobic basically queen bed surround 4 wall . little desk door small flat screen tv . room old concrete piece modern art bed . get room gamble hotwire.com $ 59 can not complain much . great location Union Square . roughly $ 25 overnight parking call 30 minute ahead get car . 
 Jun 12 2009 	 Clean Comfortable Hotel Great Location 	 location Hotel without doubt great asset , cable car F - line streetcar within 2 minute walk make easy reach much city central location whilst also doorstep central shopping area around Market Street fantastic Westfield shopping mall . Powell St BART station also short walk away great way get airport cheaply ( do not many bag ) ticket cost around $ 5.35 way . consider price good consider inclusion breakfast , however tere seat dining area breakfast turn nothng small room / cupboard coffee machine toaster , advice would eat . room small still comfortable well stock ( expensive ) drink snack . bathroom modern clean actually spacious rest room . room air condition small get little warm time however elecric fan provide . infusion lounge ultra stylish seem attract elite San Fransiscos 's clubber way early hour , music hear hotel u fancy early night ask third floor . Overall Hotel Fusion great value money , ( do not mind room view good breakfast ) . would definitely stay everything need provide ideal base get around San Francisco . 
 Jun 8 2009 	 great : ) 	 love hotel . location absolutely good . 's right Union Square , middle noisy . f - line cable car block away , restaurant across street . be great . problem check , service , noise , anything sort . bed really comfy nice : ) great place stay 
 May 5 2009 	 Fusion Hotel 	 husband stay Hotel Fusion near Union Square January . room clean stylish ; wall thin let sound / conversation may may wish hear 2 a.m . room also get stuffy opening window help . stay sound sleeper without young child . 
 Apr 28 2009 	 Disgusting 	 hotel might okay moment step bathroom find use CONDOM floor . horrify . make note front desk woman work say would manager get contact ( mind still charge we stay ) , still hear anything back . anyone suggestion ? addition , car valet expect wait 20 minute bring car around . plan airport , method efficient . 
 Mar 21 2009 	 probably good week night 	 location hotel great . be two block BART Powell St. Station , easy way get airport . room decent . like door bedroom close separate entrance / bathroom area . nice sharing roommate might come different hour . internet , bring ethernet cable . otherwise , pay one . the main complaint hotel next nightclub . not noisy , expect location middle action . however , would say stay weeknight would well weekend . music not actually bad , line outside club long Friday , could hear people . consider room colleague get different hotel well price , would say depend deal find whether stay weekend . 
 Mar 13 2009 	 will always stay Union Square 	 ok , 's Hyatt , Nikko , Hilton . not fancy restaurant , big room , etc . however great staff , clean room great water pressure shower , modern amenity ( lcd tv 's room ) , etc . , cost half guy charge . ok , not restaurant . dude - be Union Square - walk front door 100 different restaurant choose within walk distance . I take away point put ethernet jack opposite side room work desk . , be call & quot ; laptop , & quot ; deal breaker . have a / c could issue summer , March matter . Union Square offer large variety brand hotel , along many historic independent hotel . latter category include less savory selection . fusion good choice though , be budget ( not day ) , good bet . splurge extra dollar get upgrade room ( i.e . dlx King Jr Ste ) will good shape . 
 Feb 23 2009 	 great .. 	 happen like hotel lot . yes staying , noise .. however , like complaint .. air come room .. note : rain cold SF ... window open way .. .. pay hotel , would say worth stay continue stay many time come . 
 Feb 21 2009 	 simply Awful 	 would lovely hotel , mind awful customer service nightclub conveniently locate next door play obnoxiously loud music 2 am . ' m 23 year old even irritated . , hotel neglect warn . upon check - in , reservation code correctly ( visit business company cover room tax ) . $ 50 pende charge place credit card incidental , however hotel charge card $ 150 night stay total $ 800 week , overdraw account result hefty penalty hour phone call bank . hotel 's Front Desk Management staff could care less assist speak bank . one associate even go far tell & quot ; would take bank , be really problem . & quot ; request four different occassion via e - mail voicemail speak manager , call request ignore . hotel later informed & quot ; computer glitch & quot ; expect explanation enough . overall lack concern beyond alarming . not know nightclub next door Friday night , even i - pod , noise unbearable apparently guestroom available move . unbearable fact , 2:15am , still unable sleep plane catch five hour . hotel centrally locate , would recommend bad enemy . week , deal every Front Desk associate staff , find be appal Manager , still not return one phone call . slew small incident week go unresolved well , ' m run character . bottom line : spend money hotel deserve money , , assure , place . 
