great 	 travel San Francisco get marry choose Intercontinental base 's star rating , review traveler location . room spacious , room service food delicious location hotel convenient get to / from SFO various point interest city . aspect stay think useful traveler consider hotel:1 . hotel place $ 200 hold fund credit card debit card DAY stay . fund available period time . end stay , actual expense total remain balance frozen fund release back card . spell hotel 's website third - party reservation website pose problem we , prepare lose $ 200 spending money day . information make available guest prior arrival . hotel desk clerk inform we information relay we Expedia ( use book stay ) , check Intercontinental 's website could find information , either . , prominent . also could mention call confirm reservation day arrival . let clear : not problem policy holding fund , reason guest surprise check - in , inform beforehand , would allow guest plan travel budget / spending accordingly.2 . front desk service mediocre . friendly ( although rude ) surprise one ever even ask we SF . give convention hotel , perhaps assume business traveler . case . would nice ask . also , wish enjoyable stay , ask satisfied end stay .. minor point , come service , little thing count.3 . bar restaurant woefully inadequate handle conventioneer guest ( i.e . US ) . get married photo take around city , return celebratory champagne .. find seat very - crowd lounge area , waitress take order ignore we . fight way bar eventually get attention.4 . perhaps annoying part stay .. comfort room . room face east sun rise morning , room become hot . warm . hot . thermostat adjust low possible set fan turn & quot ; high , & quot ; yet still roast morning wedding shower dress . tell hotel book capacity , room available . thing control fix , still disappointing . not ruin day , picky bride groom - to - be might throw fit . finally , park quite expensive . tell would charge $ 43 per day parking hotel . $ 53 check - out . luckily , find garage DIRECTLY behind hotel ( probably one use guest ' car ) charge $ 32 / day . may sound negative , UNhappy hotel . will not choose . overall , would say 's great conventioneer , mediocre people travel leisure / special event . note : tell hotel getting marry . expect want preferential treatment . criticism note basic service base expectation special treatment . every guest entitle comfort , care clear understanding cost stay . 
 great time ! 	 love room , restaurant , spa , surround area sightseeing restaurant . great time would go . 
 shiny bright hotel let bad service 	 agree recent reviewer identify service problem hotel . good , would say inconsistent . bell desk , valet parking , housekeeping , restaurant staff pleasant helpful . front desk staff , however , largely unhelpful , slow , least one instance , unprofessional . check take long usual , person check we consult supervisor multiple occasion ask seem fairly routine question . use & quot ; buy one , get one weekend night free & quot ; certificate ( IC 's Ambassador program ) , supervisor actually complain loud customer certificate never give hotel advance notice use . actually voice complaint face . think highly unprofessional , especially since & quot ; buy one , get one & quot ; program suppose work : customer ask provide advance notice use certificate . end , even though originally book room rate suppose include breakfast , supervisor inform we would get breakfast second day use free certificate . although understand logic behind policy , information convey we rather unpleasant haughty manner supervisor , leave bad taste mouth . check also take long usual . even though three people line , end take nearly 15 minute front desk staff ( two different people check - in pair ) get we . without make eye contact , front - desk agent mumble apology wait . big deal , another illustration amateurish level service -- probable lack adequate training -- front - desk staff . the hotel quite shiny bright . room , other mention , spotless relatively spacious , nice view city . bathroom large , separate shower tub . location convenient Union Square Moscone Convention Center , although tradeoff far away classically & quot ; San Franciscan & quot ; neighborhood Nob Hill , North Beach , Russian Hill . ( first - time visitor city , would recommend one Fisherman 's Wharf Nob Hill hotel location , repeat visitor , location fine . ) breakfast buffet main restaurant excellent , well - prepare array dish . gym also well - equip spacious . notwithstanding solid & quot ; hard product , & quot ; bad service front - desk staff leave less warm feeling hotel whole , make think twice book another stay . 
 look package deal 	 originally go try book hotel use hotwire couple month plan stay certain hotel hotwire go allocate . decide wait close arrival date see special available . glad wait deal - escape San Francisco Package include accomodation two , breakfast two , complimentary parking , two cable car ticket base upon availability maybe extra $ 40 night ( sure ) package deal make stay great value , look anywhere $ 30 + day carparke hire car close deal . not go rave much hotel room , except say excellent stay . we enjoy complimentary breakfast every morning , great full buffet fill breakfast mean could often skip lunch would rather sight see eat somewhere . staff breakfast polite really great talk advice ( ask local ) . one night return late hotel ( 10 pm ) skip dinner due Alcatraz tour starve food . unfortunately restaurant close could not dine let we order full restaurant menu eat bar area . suit we perfectly not really suitably dress restaurant really want something eat quick possible could return room . food serve fantastic wash couple local beer bar . we look stay Westin St Francis happy deal get , WSF special time stay twice price pay here . good spot shopping , one primary reason visit SF . couple block away Union Square . even take dodgy way back hotel one night street north hotel dining late night good , little seedy drunk street . could not fault place , mention think design business stay casual overseas tourist . quite often people wear suite lift elevator . 
 Nov 17 2009 	 Modern Clean Hotel let location Poor Service 	 stay intercontinental 3 night San Francisco prior business trip . choose hotel Hotwire base rating , price location . the hotel 1 block south Bloomingdales 3 block south Market Street . location 2 block south anything happen area quiet . feel intimidate not like walk area night . there large lobby lead onto cramp bar restaurant ( use ) , nice modern . lobby Spa , use pool ( long , narrow cold ) , Jacuzzi ( nice warm ) Gym . get impression pool think hotel design space . somewhere wanted spend long 20 minute : ( room nice clean . view nothing special , unless like look house . try get view north east . toilet crack probably fault . however really let hotel service , staff either unhelpful extremely arrogant . one night ask concierge ticket Wicked , reply could buy ticket , long walk theatre , refuse call theatre check ticket available , interested polish lamp desk talk we . ask reception milk make coffee room , say could help , ring house keeping room ! tell reception call house keeping send milk up . price hotel extremely high , medium size bottle still water room $ 8 ! hotel good business traveller use Moscone center , otherwise considerably well place stay . 
 Nov 13 2009 	 good hotel 	 book Hotwire , not know book . pleasant surprise decent rate . get free upgrade king room , definitely nice hotel room ' ve ever have . the location pretty ideal , 5 min walk Market . there nice gym , pool jacuzi . 
 Nov 12 2009 	 watch bad service ! 	 travel lot work leisure . enough free night stack almost major national brand . decide take wife SF see play stay intercontinental nice free night could use . book night online week head get confirmation note always & quot ; Free night & quot ; cancel booked night charge total number free night . fine . wife end get sick even get hotel unable show reservation . oh well , lose & quot ; Free night & quot ; right . WRONG lose free night plus charge credit card regular rate night . WTF email Priority Club , administer frequent user program Intercontinental say need email hotel . email hotel get response . week send hotel another email say would disputing charge American Express . needless say get response right away . say term service state show charge regular rate . ask see TOS state stay preposterous would lose client life . ' cc priority club email . WOW get full refund refund & quot ; free night . & quot ; 
 Nov 11 2009 	 must stay go SF ! ! 	 nutshell ..... hotel fabulous ! minor miscommunication check - in ; however , problem solve next morning . 30th floor wonderful view city bay . like clean , hotel ! spotless .... picky cleanliness hotel . short walk ( 2 block ) MUNI / cable car BART ; however , take forever cable car come . 2 thing like city : 1 ) homeless people - they everywhere ask money . feel sorry , also could believe city allow happen , especially tourist . really take reputation bit . 2 ) local city ( exclude staff hotel ) rude . seem like one want help we question . not care town . much ruder han NYC even . ( ' ve NYC also even close rude local SF ) , fabulous time love hotel ! definitely stay future trip SF ! 
 Nov 5 2009 	 one San Francisco Hotel . LOVE Place 	 stay Intercontinental San Francisco two occasion last year stay third Thanksgiving . last year discover place whim decide drive San Francisco Los Angeles Thanksgiving . take advantage California Staycation package offering get room , breakfast two , free valet parking $ 25 gas certificate $ 200 night . see Intercontinental Ambassador Gold member upgrade we executive room . wow ! ! ! room . floor ceiling window view Bay and/or city . people front desk around hotel good people ' ve ever encounter . friendly , complimentary , accommodate , patient helpful . man , ' m start sound like work hotel something . haha . check valet car thankfully not pay $ 60 day bit * um * control . let we basically choose room since entitle upgrade Gold Ambassador , place bite empty due Thanksgiving , pick Executive . one well good hotel room ever stay . top possibly $ 1200 night bungaloe stay Intercontinental Thalasso Bora Bora . money , insane nice . grappa bar intrigue ' m part Italian may first time ever try grappa . hello , turpentine . long story short decide return special occasion March ticket SF Ballet gorgeous War Memorial Opera House . fantastic show highly recommend . yes , ballet . , ' m Billy Elliot . return ISF good time . not able upgrade Executive : ( get room pretty high amazing view Bay . seriously , could build hotel well ? ? ? ? . be almost perfect . great weekend stay service impeccable . great success last Thanksgiving parent fly North Carolina be go family Thanksgiving San Francisco 2009 . ' m hope we great experience first two time ' ve really talk hotel fam . back another review live billing give . sum , say room view nicely appoint bathroom fantastic . really like quaint little lap pool google give workout room . be big , small . bar restaurant good like say service excellent . here be hope 3rd time 's charm . ! 
 Nov 3 2009 	 exceptional 	 fault property city . beautifully appoint , high quality facility , beautifully comfortable bed breathtaking view sunrise . staff courteous hotel within walk distance number great thing . would go back tomorrow ... 
 Oct 27 2009 	 matter help every step 	 hard expalain fast thing go wrong . conference - attend husband fine 5 pm need emergency room 5 am next morning . hotel concierge duty 5 am -- guy conjure taxi send we excellent hospital . familiar big city hospital , that s trival . husband hospital 10 day , include surgery . every nerve - rack day , concierge staff help extend room express concern . amazing much help thing go really wrong . 
 oct 22 2009 	 Cleanest hotel every stay 	 wonderful stay . staff great helpful , ( especially concierge bellhop ) . room gorgeous . everything incredibly clean . like first people ever stay room . hotel locate close ( 2 block ) b.a.r.t . Powell St. bus station . neighborhood safe . walk hotel Orpheum back 10:00 pm problem Thursday night . possible take bus b.a.r.t . city cost $ 55/ night valet car . do favor book room Intercontinental . by way , President Obama stay . little inconvenient try leave locked hotel 20 minute , worth memory . 
 Oct 19 2009 	 Intercontinental review 	 hotel great , absoulutly great . people awesome high class . 
 Oct 18 2009 	 nice stay beware Priority Club Promotional Bonuses 	 wife book trip within specify promotion period Intercontinental Hotel 's website back June . enjoyable stay downtown San Francisco Howard St , June 22 - 27 , 2009 celebrate wedding anniversary . staff helpful share knowledge city 's attraction restaurant recommendation . suite clean great view city buffet breakfast pleasantly well expect . unfortunately not say online booking . ICH site run online promotion time : 1 free night 2 night qualify stay book within promotional period ( book date stay within specify period ) . immediately book 5 night stay indication booking otherwise qualify . pay $ 199 per night + taxis King Suite include complimentary breakfast . think good deal consider would get 1 free night 2 night stay . decide factor book elsewhere least $ 50 less per night comparable hotel like Hilton . upon return log Priority Club reward account note stay free night stay promotional period & quot ; expired & quot ; . surprise , inform rack rate stay already heavily discount qualify free night bonus . also refer small print one paragraph term condition . really irk we find original invoice record stay modify / delete online account . online record show date stay comment & quot ; Non - qualifying night stay & quot ; . invoice extra charge pay room service nowhere find . we feel mislead deceptive marketing tactic make clear stay qualify upfront . disappointed ICH expect far well customer service enjoy previous stay chain Moorea / Tahiti . beware traveller assume online booking via ICH website qualify promotional bonus unless get confirm write . 
