$ 	 $ 1800 Stolen room Sofitel New York Thanksgiving weekend ... hotel security & amp ; NYPD make report & amp ; said & quot ; likely & quot ; inside job & quot ; & amp ; good luck try recover loss & quot ; ... ' ve contact hotel manager say & quot ; deal NYPD never contact neither hotel regard steal $ ... responsible ! & quot ; ... would assume call 4 star luxury hotel would hire license / bond professional housecleaning / staff work apparently ! ... warn everyone stay hotel ... overrate ... booked & quot ; luxury king & quot ; room upon arrival give small standard room queen bed claim overbooke ... complain 20 minute , apathetic staff faux french accent major attitude finally agree comp us breakfast ... unbelievable ! ! ! definitely bad hotel stay ' ve ever encounter New York . frequently travel worldwide business & amp ; pleasure & amp ; never rob hotel room & amp ; treat poorly ... stay away hotel ! ! ! 
 steal money horrible customer service 	 book luxury king room check hotel give room key . notice room queen room call front desk make sure , say yes , queen room sell would comp we breakfast next day would also upgrade we junior suite king room last two night . think fair enough accept . next day someone move luggage new room everything go great . hotel seem little date , run kind way . 's great area like near Times Square . pet friendly dog we . end story would wonderful one , not . we gather thing check hotel partner notice money steal shaving kit . couple thousand dollar . immediately call hotel security insist call NYPD . indication room break clearly hotel employee . also , cash leave trip still full day NY . manager nothing let we keep room leave flight . top check person behind front desk try charge we breakfast say compe we . , would think suppose luxury hotel would note reservation state happen we would acknowledge plight , alas , , ask see manager still not acknowledge happen . call general manager , Florian Shutz , essence tell nothing could would help we take responsibility employee . guy would good testify Congress good give straight answer . either hotel thief work , hotel burgle guy / girl get room without key bust door . 
 Problem Solved ... 	 stay Sofitel New York November 25th - 30th time US Thanksgiving . first let say stay Sofitel Miami London - impress we review website Sofitel New York encourage we stay New York . stay New York numerous time far good value money . stay W midtown last time pay almost double bathroom could close door sit toilet - happy size quality hotel room . great location wonderful room . nice restaurant GREAT gym . staff wonderful one exception . story . I pay two room - junoir suite king room side side travel 5 yr old , mom sister law celebrate mom 's bday . plan put daughter sofa bed suite , mom king bed sister law king room . check breeze midnight , go pull sofa bed night find sofa fact sofa bed . call front desk tell yes , guarantee sofa bed , would figuure something night move we morning . 1 am finally go downstairs get answer go deal problem . front desk clerk clearly know ( discover rollaway bed entire hotel ) try good . evening manager saunter tell mom would sleep curl couch blanket alternative - quickly reply mom 60 year old would sleep curl couch - would find another room night sort morning - could displeased give we room night - sourly without apology . total JERK someone deal public . mom go bed new room fine - felt would resolve everything . morning amazing day manager approach us - apologetic clearly embarasse dealt night suggest mom take complementary room entire length stay . surprised shock - think one we would sleep rollaway entire 5 night - also send cake mom wish happy 60th chocolate we inconvenience . tell EVERYONE feel hospitality industry - make people unbelievable experience remembering - always recommend Sofitel young man action . already lovely hotel , go way make UNBELIEVABLE hotel great , great experience we . hope General Manager read comment promote guy understand business - already plan trip involve another Sofitel . come back 1000 time business . way go sofitel make guest know want ! ! 
 Sofitel -- Great NYC Family Getaway Hotel 	 Thanksgiving family vacation ( include 6 adult 9 child ( age 1 - 11 year ) make even enjoyable warm welcome receive Sofitel . staff could not friendly helpul . room good sized , clean , well appoint , comfortable . little touch like separate shower bath tub , small box chocolate , turn service lovely classical music Bose speaker appreciate even young member family . kudo make Sofitel lovely , elegant oasis midst hectic mid - town Manhattan . PS -- -great location many tourist & quot ; hot spot ! & quot ; 
 recommend 	 stay four night hotel nice especially big city location . ideally situate . get breakfast include bonus work expensive nice hotel . staff friendly helpful . 
 live expectation 	 Room - Hotwire 4 star rating well deserve sofitel.-staff fast , efficiant curdious.-decor edge opulant.-fridge deliver room extra charge.-prepriotory bed ensemble amazing ! -As high end hotel , pay use phone internet.-only 1 minor issue find work ice machine.-unbelievably quiet , hear 1 siren room . location-15 minute walk north Central park-15 minute walk south Penn station / empire state building-2 minute walk times square / broadway-5 minute walk Rockefeller centre / Saks fifthe ave-2 minute walk near subway station- $ 60 cab Newark airport $ 40 cab JFK ( take public transit ) -close many well review restaurant DB Bistro Moderne , Bubba Gump Shrimp Co . 
 perfect comfiest bed ever ! 	 arrive back three night stay Sofitel really fault . location great , short walk Times Square ten minute walk shop 5th Avenue Abercrombie Fitch , Bloomingdales , Tiffany ' etc etc well lovely Central Park . room 2017 , view Empire State Building Chrysler Building . room lovely , bed comfiest ever sleep room bathroom immaculate . room also quiet . staff attentive , friendly ball . breakfast include rate find Red Flame Diner door perfect feed start day . would hesitate recommend hotel back NYC would certainly stay . 
 right . 	 stay three night week ago partner friend love hotel . ask room next door high floor . request meet room , 2114 perfect . noise whatsoever one comfortable bed ever sleep . bathroom wonderful amazing shower good part bath . relax bath end day New York wonderful . towel plentiful check replace daily housekeeping perfect . every evening bed turn fresh bottled water leave bed . cocktail bar every evening go superb . whoever behind bar charm helpful staff encounter . not eat restaurant seem busy weekend . husband use gym twice impressed . hotel real 1930 's feel , romantic great lobby fire seem lit time . would definately go back would recommend friend . time , not see child . however , kid old enough go New York we would not hesitate stay . 
 nothing good 	 one hotel confirm high storey room u book it.very good smile service.location perfect . 
 good service could friendlier 	 good stay great location . feel staff could polite esp pay much . room nice not notice excess noise other complain . 
 fantastic location ! 	 return long weekend NY . first visit NY really please stay Sofitel . location fantastic , 5th 6th Avenue , short stroll Time Square . girlie shopping break , book twin room . room reasonable size bed really comfortable . bathroom nice . complaint whatsoever . iron / iron board room good hairdryer . tea / coffee make facility , maybe be british thing . anyway , find Starbucks nearby 5th Ave early coffee ! complimentary evian water room . we not eat drink hotel , restaurant seem popular large group people . the staff helpful . leave luggage hotel check return 6 hour later , able weigh case make sure not 23 kg limit ! 3 computer little room lobby free internet printer . never problem availability . wi - fi room , charge . the hotel not cheap . fact not think would able stay twin room expensive basic double , find good deal Expedia save £ 250 compare price booking flight hotel separately . good time go - Thanksgiving sale start ! ! would recommend hotel anyone want bit luxury central , quiet location . 
 Nov 21 2009 	 Comfort city 	 husband stay Sofitel three night November . sofitel perfect location stay New York . stay Sofitel 18 month prior visit . room give show sign wear . reach pick something bathroom floor notice area wall bathroom door clean door wear chip corner . go tub . black spot tub . think dirt , be chip , repair . use shower , might bother someone like soak tub . shower small amount stain caulk around glass face tub . may offend other , be picky expect room Sofitel . concierge desk tremendous help staff outside . encounter young man front desk help ask change . seem interested computer screen , look . request defer another staff member happily get change we . would not base judgement ... front desk staff helpful . would stay . yes , would phone communication hand make sure room well shape . 
 Nov 17 2009 	 never disappoint 	 3 night stay Halloween weekend . stay past . customer cervice remain excellant . room average slightly large NYC hotel , marble shower glass door , quiet great location midtown . much well busy Times Square - centrally locate . staff - friendly accomodate - exercise room free charge - new bath producxt everyday - love Sofitel New York . big enough meet need , without big overwhelming - computer service lobby great bar restaurant . 
 Nov 17 2009 	 seriously overpriced 	 hotel centrally locate , close many attraction . service room good , quirk . at check - in greet address caricaturesque French . room small bathroom bar - like door , offer little / no privacy . the bad part seriously overprice . 
 Nov 12 2009 	 one good hotel NYC ? not think 	 book part honeymoon stay Sofitel NY careful research trip advisor happy advice give sight previous occasion . say people write review must either different expectation hotel NYC really poor . also stay Sofitel Chicago trip difference night day . the good : - location can not fault - location right heart midtown within walk distance thing . - nice room ( suite 27th Floor ) awesome view Rockafellar , Empire State Chrysler building . nice comfy bed plenty room . - get freeby Cheesecake mention would honeymoon . - gym pretty good Hotel standard good range cv equipment weight . - free internet lobby useful nice touch . - breakfast idea - go shop basement Rockafellar centre ( five block north ) grab breakfast place - not follow tourist follow office worker ! good : - use book luxary room oppose suite check ( fairness receptionist delt quickly put right ) - houskeepe patchy well - get free water turn service 1 night 4 . instiste put bath robe hook hang onto toilet ( talk unhygenic ) . little rude asking could clean room 9 am int more tell wife still bed . - element room little shaby not work ( remote tv living room brocken , Light bulb hallway blow not replace . surround sound system tv not appear work indication use . stain sofa curtain lounge ) ugly : - try get taxis front hotel twice twice doorman try set we unlicensed cab oppose yellow cab ( thousand ) . mind unprofessional hotel supose high end . first time walk end block flag one . second time could not go airport bag insist want yellow cab matter think well . - final morning want lie late flight put distrurb sign door . Got wake knock 7 am try ignore repeat knock someone answer . turn room service go wrong room . not impress 's point sign ask distrube going ingorne . fairness member staff least look appologetic not knock first place ! ! complained check get standard - & quot ; will look it . & quot ; reviewer also note bizarre french theme going point get address snooty way , french , even clear not french . find really strange - clearly not Paris hotel group might french own ( hotel many french guest ) ' ve alrweady note also stop sister hotel Chicago word french hear . overall bad hotel good location aware likely find well price . top 10 hotel NYC - come guy let realistic , 's . 
 Nov 11 2009 	 Brilliant place - great location service view ! 	 stay Oct. ask room high floor - get one fabulous view Chrysler building top floor . room large New York - perfect cleanliness luxurious standard furniture fitting - clean . great service - friendly lobby concierge - try room service quick - nothing well breakfast overlook amazing view ! . diner road breakfast great location get Times Square , Grand central station . quiet street feel like away thing safe . worth pay ! . internet connection lobby arrange yankee ticket ! .. 
 Nov 10 2009 	 Excellent service good Broadway 	 wife spend fabulous 6 night NYC . choose hotel base Tripadvisor review turn accurate . location ideal want near Times Square especially Broadway . see terrific show able walk back hotel time . also conveniently locate 5th 6th Avenue shopping perspective . suite 27th floor quite spacious extremely quiet . bed comfortable . good thing hotel service . find everyone extremely courteous helpful . special mention Brooke concierge desk delight give we number excellent suggestion restaurant really enhance experience . would definitely stay . 
 Nov 9 2009 	 perfectly fabulous ! ! ! 	 Sofitel grand . location convenient everything good location . ROOMS -- room beautiful . single detail overlook . plush robe , ample closet space , nice desk , sharp tv , great lighting , beyond immaculate . feather bed heavenly ! sleep like baby . room Euro twin bed twin full - sized bed . 5'10 & quot ; leg / foot room spare . bathroom huge separate shower tub . even provide L'Occitane toiletry . order room service , arrive within 15 minute . also promptly deliver tube toothpaste ( forgot ) .GYM -- gym well - appoint . luckily , get early able get treadmill without wait . believe four treadmill , three elliptical - type machine , weight / equipment . I would definitely , definitely stay Sofitel . 
 Nov 9 2009 	 Excellent 	 stay four night Sofitel luxury king room . could not fault location , central popular attraction . room spacious nicely appoint , gorgeous marble bathroom seperate shower bathtub . comfortable cosy bed sink not want leave . eat hotel restaurant first day breakfast go Red Flame Diner 50 yard hotel half price , excellent ! helpful doorman reception accomodate late check hassle . good choice stay NYC . 
 Nov 9 2009 	 great hotel great location ... 	 stay 4 night late September 2009 . hotel extremely luxurious extremely well locate 5th 6th Avenues . bedroom large New York hotel standard one comfortable hotel room stay . 5 minute stroll Times Square proabale Central Park . Red Flame Diner door hotel excellent food great spot breakfast . overall recommend hotel highly enough . stay good number hotel New York City , far good hesitation stay . highly recommend . 
 Nov 7 2009 	 Perfect 	 greet friendly professional staff upon arrival , quick check ever , hotel great loacation , close grand central station , Times Square , Rockefeller,3 block walk Central Park . the room nice size lovely plush clean bathroom , one niceset room stay New York , view office building negative experience , spend day marching around Manhattan disapointe . we go bar drink can not review restaurant , whole bar area lovely french feel modern , find price bite steep New York . the concierge helpfull , wait front desk happy help , definately recomend hotel 
